appid,appName,avgList_date,avgList_value,list_date,list_value,versionDate,version,date
1479814602,央视频-看奥运全赛程直播,1709827200000,27023,1709827200000,8295,,,
1479814602,央视频-看奥运全赛程直播,1709740800000,27023,1709740800000,8374,,,
1479814602,央视频-看奥运全赛程直播,1709654400000,27023,1709654400000,8306,,,
1479814602,央视频-看奥运全赛程直播,1709568000000,27023,1709568000000,9319,,,
1479814602,央视频-看奥运全赛程直播,1709481600000,27023,1709481600000,11264,,,
1479814602,央视频-看奥运全赛程直播,1709395200000,27023,1709395200000,7843,,,
1479814602,央视频-看奥运全赛程直播,1709308800000,27023,1709308800000,3921,,,
1479814602,央视频-看奥运全赛程直播,1709222400000,27023,1709222400000,5363,,,
1479814602,央视频-看奥运全赛程直播,1709136000000,27023,1709136000000,7067,,,
1479814602,央视频-看奥运全赛程直播,1709049600000,27023,1709049600000,8618,,,
1479814602,央视频-看奥运全赛程直播,1708963200000,27023,1708963200000,11544,,,
1479814602,央视频-看奥运全赛程直播,1708876800000,27023,1708876800000,14645,,,
1479814602,央视频-看奥运全赛程直播,1708790400000,27023,1708790400000,12633,,,
1479814602,央视频-看奥运全赛程直播,1708704000000,27023,1708704000000,8421,,,
1479814602,央视频-看奥运全赛程直播,1708617600000,27023,1708617600000,12084,,,
1479814602,央视频-看奥运全赛程直播,1708531200000,27023,1708531200000,11963,,,
1479814602,央视频-看奥运全赛程直播,1708444800000,27023,1708444800000,12042,,,
1479814602,央视频-看奥运全赛程直播,1708358400000,27023,1708358400000,12787,,,
1479814602,央视频-看奥运全赛程直播,1708272000000,27023,1708272000000,14874,,,
1479814602,央视频-看奥运全赛程直播,1708185600000,27023,1708185600000,16064,,,
1479814602,央视频-看奥运全赛程直播,1708099200000,27023,1708099200000,16474,,,
1479814602,央视频-看奥运全赛程直播,1708012800000,27023,1708012800000,18542,,,
1479814602,央视频-看奥运全赛程直播,1707926400000,27023,1707926400000,19051,,,
1479814602,央视频-看奥运全赛程直播,1707840000000,27023,1707840000000,36764,,,
1479814602,央视频-看奥运全赛程直播,1707753600000,27023,1707753600000,104269,,,
1479814602,央视频-看奥运全赛程直播,1707667200000,27023,1707667200000,148445,,,
1479814602,央视频-看奥运全赛程直播,1707580800000,27023,1707580800000,266097,,,
1479814602,央视频-看奥运全赛程直播,1707494400000,27023,1707494400000,303593,,,
1479814602,央视频-看奥运全赛程直播,1707408000000,27023,1707408000000,39559,,,
1479814602,央视频-看奥运全赛程直播,1707321600000,27023,1707321600000,25092,,,
1479814602,央视频-看奥运全赛程直播,1707235200000,27023,1707235200000,17232,,,
1479814602,央视频-看奥运全赛程直播,1707148800000,27023,1707148800000,15421,,,
1479814602,央视频-看奥运全赛程直播,1707062400000,27023,1707062400000,12624,,,
1479814602,央视频-看奥运全赛程直播,1706976000000,27023,1706976000000,12732,,,
1479814602,央视频-看奥运全赛程直播,1706889600000,27023,1706889600000,9082,,,
1479814602,央视频-看奥运全赛程直播,1706803200000,27023,1706803200000,10966,,,
1479814602,央视频-看奥运全赛程直播,1706716800000,27023,1706716800000,11257,,,
1479814602,央视频-看奥运全赛程直播,1706630400000,27023,1706630400000,12036,,,
1479814602,央视频-看奥运全赛程直播,1706544000000,27023,1706544000000,10896,,,
1479814602,央视频-看奥运全赛程直播,1706457600000,27023,1706457600000,11998,,,
1479814602,央视频-看奥运全赛程直播,1706371200000,27023,1706371200000,12511,,,
1479814602,央视频-看奥运全赛程直播,1706284800000,27023,1706284800000,11442,,,
1479814602,央视频-看奥运全赛程直播,1706198400000,27023,1706198400000,12007,,,
1479814602,央视频-看奥运全赛程直播,1706112000000,27023,1706112000000,12803,,,
1479814602,央视频-看奥运全赛程直播,1706025600000,27023,1706025600000,16125,,,
1479814602,央视频-看奥运全赛程直播,1705939200000,27023,1705939200000,13532,,,
1479814602,央视频-看奥运全赛程直播,1705852800000,27023,1705852800000,12871,,,
1479814602,央视频-看奥运全赛程直播,1705766400000,27023,1705766400000,13438,,,
1479814602,央视频-看奥运全赛程直播,1705680000000,27023,1705680000000,17992,,,
1479814602,央视频-看奥运全赛程直播,1705593600000,27023,1705593600000,20955,,,
1479814602,央视频-看奥运全赛程直播,1705507200000,27023,1705507200000,19104,,,
1479814602,央视频-看奥运全赛程直播,1705420800000,27023,1705420800000,18653,,,
1479814602,央视频-看奥运全赛程直播,1705334400000,27023,1705334400000,19656,,,
1479814602,央视频-看奥运全赛程直播,1705248000000,27023,1705248000000,23616,,,
1479814602,央视频-看奥运全赛程直播,1705161600000,27023,1705161600000,11061,,,
1479814602,央视频-看奥运全赛程直播,1705075200000,27023,1705075200000,16194,,,
1479814602,央视频-看奥运全赛程直播,1704988800000,27023,1704988800000,13737,,,
1479814602,央视频-看奥运全赛程直播,1704902400000,27023,1704902400000,10855,,,
1479814602,央视频-看奥运全赛程直播,1704816000000,27023,1704816000000,10107,,,
1479814602,央视频-看奥运全赛程直播,1704729600000,27023,1704729600000,10755,,,
1479814602,央视频-看奥运全赛程直播,1704643200000,27023,1704643200000,11660,,,
1479814602,央视频-看奥运全赛程直播,1704556800000,27023,1704556800000,11320,,,
